data_label,respondent_id,department,tenure_band,location,role_level,business_unit,construct,score
SYNTHETIC DATA,R00669,Finance,3-5 years,Remote,Individual contributor,BU24,camaraderie,3.375
SYNTHETIC DATA,R00670,Operations,10+ years,Pune,Individual contributor,BU05,camaraderie,3.75
SYNTHETIC DATA,R00671,Finance,3-5 years,Aarhus,Individual contributor,BU05,camaraderie,3.625
SYNTHETIC DATA,R00672,Engineering,1-3 years,Rostock,Team lead,BU01,camaraderie,2.625
SYNTHETIC DATA,R00673,Finance,10+ years,Hamburg,Individual contributor,BU17,camaraderie,3.375
SYNTHETIC DATA,R00674,Sales,5-10 years,Rostock,Manager,BU17,camaraderie,2.625
SYNTHETIC DATA,R00675,Engineering,1-3 years,Aarhus,Individual contributor,BU06,camaraderie,4.25
SYNTHETIC DATA,R00676,Engineering,1-3 years,Hamburg,Individual contributor,BU05,camaraderie,2.5
SYNTHETIC DATA,R00677,Sales,5-10 years,Chennai,Individual contributor,BU09,camaraderie,4.375
SYNTHETIC DATA,R00678,Service,10+ years,Aarhus,Team lead,BU07,camaraderie,1.5
SYNTHETIC DATA,R00679,HR,5-10 years,Remote,Individual contributor,BU01,camaraderie,3.75
SYNTHETIC DATA,R00680,Engineering,5-10 years,Pune,Senior manager,BU18,camaraderie,3.2857142857142856
SYNTHETIC DATA,R00681,Engineering,10+ years,Hamburg,Senior manager,BU10,camaraderie,3.875
SYNTHETIC DATA,R00682,Supply Chain,1-3 years,Pune,Individual contributor,BU21,camaraderie,4.25
SYNTHETIC DATA,R00683,Sales,<1 year,Hamburg,Team lead,BU23,camaraderie,3.75
SYNTHETIC DATA,R00684,Operations,5-10 years,Pune,Team lead,BU08,camaraderie,4.375
SYNTHETIC DATA,R00685,Service,10+ years,Pune,Team lead,BU13,camaraderie,2.625
SYNTHETIC DATA,R00686,Engineering,5-10 years,Hamburg,Individual contributor,BU03,camaraderie,1.25
SYNTHETIC DATA,R00687,Supply Chain,5-10 years,Hamburg,Individual contributor,BU13,camaraderie,2.5
SYNTHETIC DATA,R00689,Engineering,3-5 years,Remote,Team lead,BU24,camaraderie,3.25
SYNTHETIC DATA,R00690,HR,1-3 years,Pune,Individual contributor,BU12,camaraderie,3.125
SYNTHETIC DATA,R00691,Operations,1-3 years,Pune,Manager,BU10,camaraderie,4.25
SYNTHETIC DATA,R00692,Sales,3-5 years,Hamburg,Individual contributor,BU13,camaraderie,2.857142857142857
SYNTHETIC DATA,R00693,Operations,5-10 years,Rostock,Manager,BU14,camaraderie,3.75
SYNTHETIC DATA,R00694,Finance,<1 year,Aarhus,Individual contributor,BU08,camaraderie,4.0
SYNTHETIC DATA,R00697,Engineering,3-5 years,Rostock,Individual contributor,BU16,camaraderie,3.857142857142857
SYNTHETIC DATA,R00698,Service,1-3 years,Hamburg,Individual contributor,BU10,camaraderie,3.375
SYNTHETIC DATA,R00699,Supply Chain,10+ years,Pune,Individual contributor,BU20,camaraderie,3.125
SYNTHETIC DATA,R00700,Operations,1-3 years,Remote,Individual contributor,BU22,camaraderie,3.142857142857143
SYNTHETIC DATA,R00701,HR,1-3 years,Aarhus,Manager,BU15,camaraderie,3.7142857142857144
SYNTHETIC DATA,R00702,Operations,3-5 years,Aarhus,Team lead,BU24,camaraderie,3.0
SYNTHETIC DATA,R00703,Operations,3-5 years,Hamburg,Individual contributor,BU08,camaraderie,5.0
SYNTHETIC DATA,R00704,Service,10+ years,Chennai,Individual contributor,BU09,camaraderie,3.375
SYNTHETIC DATA,R00705,Operations,<1 year,Rostock,Manager,BU23,camaraderie,3.142857142857143
SYNTHETIC DATA,R00706,HR,5-10 years,Chennai,Individual contributor,BU04,camaraderie,2.5
SYNTHETIC DATA,R00707,Engineering,1-3 years,Rostock,Individual contributor,BU16,camaraderie,4.142857142857143
SYNTHETIC DATA,R00708,Engineering,1-3 years,Chennai,Manager,BU15,camaraderie,4.125
SYNTHETIC DATA,R00709,Operations,3-5 years,Hamburg,Team lead,BU08,camaraderie,4.625
SYNTHETIC DATA,R00710,Engineering,10+ years,Aarhus,Team lead,BU06,camaraderie,3.375
SYNTHETIC DATA,R00711,Engineering,3-5 years,Chennai,Individual contributor,BU05,camaraderie,3.375
SYNTHETIC DATA,R00712,Engineering,3-5 years,Chennai,Individual contributor,BU06,camaraderie,2.625
SYNTHETIC DATA,R00713,Sales,10+ years,Hamburg,Individual contributor,BU19,camaraderie,3.75
SYNTHETIC DATA,R00715,Service,5-10 years,Pune,Team lead,BU23,camaraderie,3.875
SYNTHETIC DATA,R00716,Operations,10+ years,Aarhus,Manager,BU11,camaraderie,3.125
SYNTHETIC DATA,R00717,Operations,<1 year,Chennai,Individual contributor,BU15,camaraderie,2.5714285714285716
SYNTHETIC DATA,R00718,Service,1-3 years,Hamburg,Senior manager,BU20,camaraderie,3.0
SYNTHETIC DATA,R00719,Sales,1-3 years,Hamburg,Individual contributor,BU17,camaraderie,3.75
SYNTHETIC DATA,R00720,Engineering,1-3 years,Pune,Senior manager,BU04,camaraderie,4.25
SYNTHETIC DATA,R00721,Operations,3-5 years,Aarhus,Individual contributor,BU03,camaraderie,3.125
SYNTHETIC DATA,R00722,Operations,3-5 years,Remote,Individual contributor,BU11,camaraderie,2.375
SYNTHETIC DATA,R00723,Engineering,1-3 years,Aarhus,Individual contributor,BU14,camaraderie,3.5714285714285716
SYNTHETIC DATA,R00724,Supply Chain,3-5 years,Chennai,Individual contributor,BU22,camaraderie,4.25
SYNTHETIC DATA,R00725,Sales,5-10 years,Pune,Manager,BU13,camaraderie,3.875
SYNTHETIC DATA,R00726,Supply Chain,10+ years,Chennai,Manager,BU07,camaraderie,2.25
SYNTHETIC DATA,R00728,Engineering,1-3 years,Hamburg,Individual contributor,BU03,camaraderie,3.875
SYNTHETIC DATA,R00730,Service,1-3 years,Remote,Senior manager,BU20,camaraderie,4.125
SYNTHETIC DATA,R00731,Supply Chain,<1 year,Rostock,Manager,BU22,camaraderie,3.125
SYNTHETIC DATA,R00732,Engineering,<1 year,Aarhus,Individual contributor,BU14,camaraderie,3.125
SYNTHETIC DATA,R00733,Operations,1-3 years,Remote,Individual contributor,BU21,camaraderie,2.375
SYNTHETIC DATA,R00734,Engineering,10+ years,Hamburg,Individual contributor,BU07,camaraderie,2.5
SYNTHETIC DATA,R00735,Operations,3-5 years,Rostock,Team lead,BU23,camaraderie,2.625
SYNTHETIC DATA,R00736,HR,5-10 years,Pune,Individual contributor,BU15,camaraderie,5.0
SYNTHETIC DATA,R00737,Service,1-3 years,Chennai,Individual contributor,BU09,camaraderie,4.75
SYNTHETIC DATA,R00738,Engineering,<1 year,Remote,Senior manager,BU21,camaraderie,3.5714285714285716
SYNTHETIC DATA,R00739,Supply Chain,5-10 years,Chennai,Individual contributor,BU09,camaraderie,4.25
SYNTHETIC DATA,R00740,Engineering,5-10 years,Remote,Individual contributor,BU04,camaraderie,4.375
SYNTHETIC DATA,R00741,Supply Chain,<1 year,Hamburg,Team lead,BU23,camaraderie,3.4285714285714284
SYNTHETIC DATA,R00742,Operations,10+ years,Pune,Individual contributor,BU20,camaraderie,3.25
SYNTHETIC DATA,R00743,Operations,5-10 years,Rostock,Individual contributor,BU04,camaraderie,4.5
SYNTHETIC DATA,R00744,Supply Chain,<1 year,Pune,Individual contributor,BU04,camaraderie,3.375
SYNTHETIC DATA,R00745,Engineering,3-5 years,Pune,Team lead,BU20,camaraderie,3.625
SYNTHETIC DATA,R00746,Engineering,5-10 years,Pune,Individual contributor,BU09,camaraderie,3.7142857142857144
SYNTHETIC DATA,R00747,Engineering,10+ years,Remote,Team lead,BU21,camaraderie,3.142857142857143
SYNTHETIC DATA,R00748,Sales,10+ years,Remote,Individual contributor,BU10,camaraderie,4.25
SYNTHETIC DATA,R00749,Finance,5-10 years,Hamburg,Individual contributor,BU23,camaraderie,1.875
SYNTHETIC DATA,R00750,HR,1-3 years,Remote,Individual contributor,BU24,camaraderie,3.625
SYNTHETIC DATA,R00751,Operations,5-10 years,Pune,Manager,BU05,camaraderie,4.571428571428571
SYNTHETIC DATA,R00752,Engineering,<1 year,Aarhus,Manager,BU15,camaraderie,4.25
SYNTHETIC DATA,R00753,Finance,1-3 years,Rostock,Individual contributor,BU03,camaraderie,2.75
SYNTHETIC DATA,R00754,Sales,3-5 years,Remote,Individual contributor,BU13,camaraderie,2.125
SYNTHETIC DATA,R00755,Service,5-10 years,Remote,Individual contributor,BU11,camaraderie,1.875
SYNTHETIC DATA,R00756,Supply Chain,3-5 years,Hamburg,Individual contributor,BU10,camaraderie,4.375
SYNTHETIC DATA,R00757,Service,3-5 years,Hamburg,Team lead,BU21,camaraderie,4.125
SYNTHETIC DATA,R00758,HR,3-5 years,Remote,Team lead,BU07,camaraderie,3.0
SYNTHETIC DATA,R00759,Engineering,5-10 years,Pune,Individual contributor,BU17,camaraderie,4.375
SYNTHETIC DATA,R00760,Engineering,5-10 years,Chennai,Team lead,BU18,camaraderie,2.875
SYNTHETIC DATA,R00761,Sales,3-5 years,Pune,Individual contributor,BU01,camaraderie,3.875
SYNTHETIC DATA,R00762,HR,<1 year,Pune,Individual contributor,BU21,camaraderie,1.875
SYNTHETIC DATA,R00763,Sales,5-10 years,Chennai,Manager,BU07,camaraderie,3.0
SYNTHETIC DATA,R00764,Sales,5-10 years,Hamburg,Team lead,BU03,camaraderie,2.2857142857142856
SYNTHETIC DATA,R00765,HR,5-10 years,Rostock,Senior manager,BU07,camaraderie,3.875
SYNTHETIC DATA,R00766,Supply Chain,1-3 years,Remote,Individual contributor,BU18,camaraderie,2.8333333333333335
SYNTHETIC DATA,R00767,Supply Chain,1-3 years,Rostock,Individual contributor,BU08,camaraderie,4.125
SYNTHETIC DATA,R00768,Sales,<1 year,Pune,Individual contributor,BU04,camaraderie,3.125
SYNTHETIC DATA,R00769,Service,3-5 years,Rostock,Team lead,BU01,camaraderie,3.75
SYNTHETIC DATA,R00770,Finance,5-10 years,Pune,Individual contributor,BU08,camaraderie,2.5
SYNTHETIC DATA,R00771,Finance,1-3 years,Hamburg,Individual contributor,BU20,camaraderie,4.375
SYNTHETIC DATA,R00772,Service,5-10 years,Rostock,Individual contributor,BU08,camaraderie,4.75
SYNTHETIC DATA,R00773,Engineering,1-3 years,Remote,Individual contributor,BU17,camaraderie,3.25
SYNTHETIC DATA,R00774,Engineering,1-3 years,Chennai,Team lead,BU05,camaraderie,3.7142857142857144
SYNTHETIC DATA,R00775,Engineering,1-3 years,Pune,Individual contributor,BU05,camaraderie,4.25
SYNTHETIC DATA,R00776,Service,3-5 years,Remote,Individual contributor,BU17,camaraderie,4.0
SYNTHETIC DATA,R00777,HR,3-5 years,Rostock,Individual contributor,BU15,camaraderie,2.8333333333333335
SYNTHETIC DATA,R00779,Operations,<1 year,Rostock,Manager,BU07,camaraderie,4.4
SYNTHETIC DATA,R00780,Supply Chain,5-10 years,Chennai,Individual contributor,BU05,camaraderie,4.0
SYNTHETIC DATA,R00781,Finance,1-3 years,Remote,Senior manager,BU11,camaraderie,3.125
SYNTHETIC DATA,R00782,Engineering,10+ years,Hamburg,Team lead,BU09,camaraderie,3.875
SYNTHETIC DATA,R00783,Finance,10+ years,Aarhus,Manager,BU24,camaraderie,4.125
SYNTHETIC DATA,R00784,HR,1-3 years,Remote,Team lead,BU21,camaraderie,4.25
SYNTHETIC DATA,R00785,Service,5-10 years,Pune,Individual contributor,BU03,camaraderie,4.625
SYNTHETIC DATA,R00786,Finance,5-10 years,Rostock,Individual contributor,BU04,camaraderie,3.625
SYNTHETIC DATA,R00787,Operations,3-5 years,Hamburg,Individual contributor,BU09,camaraderie,4.0
SYNTHETIC DATA,R00788,Sales,1-3 years,Pune,Individual contributor,BU10,camaraderie,2.875
SYNTHETIC DATA,R00789,Service,10+ years,Remote,Individual contributor,BU03,camaraderie,2.75
SYNTHETIC DATA,R00790,Finance,5-10 years,Chennai,Individual contributor,BU11,camaraderie,3.125
SYNTHETIC DATA,R00791,Operations,10+ years,Rostock,Team lead,BU21,camaraderie,3.25
SYNTHETIC DATA,R00792,Sales,10+ years,Remote,Individual contributor,BU15,camaraderie,3.2857142857142856
SYNTHETIC DATA,R00793,Finance,5-10 years,Chennai,Individual contributor,BU11,camaraderie,4.142857142857143
SYNTHETIC DATA,R00794,Sales,1-3 years,Chennai,Manager,BU19,camaraderie,3.1666666666666665
SYNTHETIC DATA,R00795,HR,1-3 years,Chennai,Individual contributor,BU17,camaraderie,3.0
SYNTHETIC DATA,R00796,Operations,3-5 years,Remote,Individual contributor,BU21,camaraderie,3.0
SYNTHETIC DATA,R00797,Engineering,5-10 years,Chennai,Individual contributor,BU19,camaraderie,4.0
SYNTHETIC DATA,R00798,Operations,5-10 years,Chennai,Manager,BU07,camaraderie,3.625
SYNTHETIC DATA,R00799,Sales,3-5 years,Hamburg,Individual contributor,BU20,camaraderie,3.5
SYNTHETIC DATA,R00800,Operations,1-3 years,Hamburg,Individual contributor,BU10,camaraderie,2.4285714285714284
SYNTHETIC DATA,R00801,Engineering,5-10 years,Pune,Individual contributor,BU15,camaraderie,3.5714285714285716
SYNTHETIC DATA,R00802,Supply Chain,5-10 years,Chennai,Individual contributor,BU14,camaraderie,2.125
SYNTHETIC DATA,R00803,Engineering,5-10 years,Pune,Manager,BU14,camaraderie,4.0
SYNTHETIC DATA,R00804,Engineering,5-10 years,Hamburg,Individual contributor,BU07,camaraderie,4.0
SYNTHETIC DATA,R00805,Supply Chain,5-10 years,Chennai,Individual contributor,BU23,camaraderie,4.25
SYNTHETIC DATA,R00806,Operations,<1 year,Chennai,Manager,BU15,camaraderie,2.75
SYNTHETIC DATA,R00807,Operations,3-5 years,Remote,Individual contributor,BU19,camaraderie,4.666666666666667
SYNTHETIC DATA,R00808,Engineering,1-3 years,Aarhus,Manager,BU20,camaraderie,2.0
SYNTHETIC DATA,R00809,Engineering,5-10 years,Chennai,Team lead,BU06,camaraderie,2.625
SYNTHETIC DATA,R00810,Finance,3-5 years,Hamburg,Individual contributor,BU20,camaraderie,2.125
SYNTHETIC DATA,R00811,Engineering,3-5 years,Chennai,Individual contributor,BU23,camaraderie,2.875
SYNTHETIC DATA,R00812,Finance,1-3 years,Remote,Manager,BU07,camaraderie,3.25
SYNTHETIC DATA,R00813,Engineering,1-3 years,Hamburg,Individual contributor,BU03,camaraderie,4.5
SYNTHETIC DATA,R00815,Engineering,3-5 years,Remote,Team lead,BU11,camaraderie,1.875
SYNTHETIC DATA,R00816,Sales,5-10 years,Pune,Individual contributor,BU04,camaraderie,2.75
SYNTHETIC DATA,R00817,Supply Chain,<1 year,Remote,Team lead,BU18,camaraderie,3.125
SYNTHETIC DATA,R00818,HR,<1 year,Chennai,Individual contributor,BU24,camaraderie,3.625
SYNTHETIC DATA,R00819,Engineering,1-3 years,Pune,Individual contributor,BU07,camaraderie,3.0
SYNTHETIC DATA,R00820,HR,5-10 years,Chennai,Senior manager,BU15,camaraderie,3.7142857142857144
SYNTHETIC DATA,R00821,Operations,10+ years,Aarhus,Individual contributor,BU06,camaraderie,3.75
SYNTHETIC DATA,R00822,Engineering,10+ years,Rostock,Individual contributor,BU20,camaraderie,1.875
SYNTHETIC DATA,R00823,Supply Chain,3-5 years,Chennai,Individual contributor,BU16,camaraderie,4.166666666666667
SYNTHETIC DATA,R00824,Engineering,10+ years,Pune,Individual contributor,BU22,camaraderie,3.25
SYNTHETIC DATA,R00825,Service,3-5 years,Aarhus,Manager,BU05,camaraderie,4.5
SYNTHETIC DATA,R00826,Operations,1-3 years,Chennai,Individual contributor,BU09,camaraderie,3.5
SYNTHETIC DATA,R00827,Service,10+ years,Rostock,Manager,BU03,camaraderie,2.5
SYNTHETIC DATA,R00828,Engineering,5-10 years,Hamburg,Team lead,BU01,camaraderie,4.375
SYNTHETIC DATA,R00829,Service,5-10 years,Chennai,Team lead,BU23,camaraderie,2.625
SYNTHETIC DATA,R00830,Engineering,1-3 years,Chennai,Team lead,BU24,camaraderie,3.5714285714285716
SYNTHETIC DATA,R00831,Service,10+ years,Remote,Senior manager,BU09,camaraderie,4.25
SYNTHETIC DATA,R00832,Operations,5-10 years,Pune,Team lead,BU07,camaraderie,4.125
SYNTHETIC DATA,R00833,Operations,<1 year,Hamburg,Team lead,BU09,camaraderie,4.75
SYNTHETIC DATA,R00834,Service,1-3 years,Rostock,Team lead,BU20,camaraderie,2.875
SYNTHETIC DATA,R00835,Engineering,<1 year,Hamburg,Senior manager,BU10,camaraderie,2.875
SYNTHETIC DATA,R00836,Engineering,5-10 years,Chennai,Individual contributor,BU23,camaraderie,4.75
SYNTHETIC DATA,R00837,Supply Chain,5-10 years,Chennai,Manager,BU15,camaraderie,2.25
SYNTHETIC DATA,R00838,Sales,3-5 years,Aarhus,Manager,BU09,camaraderie,4.25
SYNTHETIC DATA,R00839,HR,<1 year,Chennai,Individual contributor,BU06,camaraderie,3.5
SYNTHETIC DATA,R00840,Service,1-3 years,Chennai,Individual contributor,BU09,camaraderie,4.875
SYNTHETIC DATA,R00841,Operations,3-5 years,Hamburg,Manager,BU16,camaraderie,3.75
SYNTHETIC DATA,R00842,Engineering,1-3 years,Pune,Team lead,BU24,camaraderie,4.0
SYNTHETIC DATA,R00843,Engineering,1-3 years,Chennai,Individual contributor,BU01,camaraderie,3.75
SYNTHETIC DATA,R00844,Engineering,5-10 years,Rostock,Individual contributor,BU16,camaraderie,2.75
SYNTHETIC DATA,R00845,Operations,3-5 years,Rostock,Manager,BU13,camaraderie,3.125
SYNTHETIC DATA,R00846,Engineering,5-10 years,Hamburg,Individual contributor,BU16,camaraderie,4.5
SYNTHETIC DATA,R00847,Finance,5-10 years,Remote,Individual contributor,BU16,camaraderie,4.25
SYNTHETIC DATA,R00848,HR,3-5 years,Aarhus,Individual contributor,BU03,camaraderie,3.0
SYNTHETIC DATA,R00849,Engineering,3-5 years,Remote,Individual contributor,BU15,camaraderie,2.0
SYNTHETIC DATA,R00850,Engineering,3-5 years,Hamburg,Individual contributor,BU16,camaraderie,4.625
SYNTHETIC DATA,R00851,Operations,10+ years,Chennai,Individual contributor,BU12,camaraderie,4.5
SYNTHETIC DATA,R00852,Sales,3-5 years,Chennai,Manager,BU10,camaraderie,3.7142857142857144
SYNTHETIC DATA,R00853,Sales,5-10 years,Rostock,Individual contributor,BU19,camaraderie,2.142857142857143
SYNTHETIC DATA,R00854,Engineering,10+ years,Remote,Manager,BU09,camaraderie,3.375
SYNTHETIC DATA,R00855,Sales,1-3 years,Chennai,Individual contributor,BU09,camaraderie,4.285714285714286
SYNTHETIC DATA,R00856,Finance,3-5 years,Hamburg,Individual contributor,BU04,camaraderie,4.0
SYNTHETIC DATA,R00857,Operations,1-3 years,Remote,Manager,BU18,camaraderie,3.5
SYNTHETIC DATA,R00858,Service,5-10 years,Aarhus,Manager,BU02,camaraderie,3.5
SYNTHETIC DATA,R00859,Finance,5-10 years,Pune,Senior manager,BU10,camaraderie,3.375
SYNTHETIC DATA,R00860,Engineering,10+ years,Pune,Team lead,BU13,camaraderie,3.625
SYNTHETIC DATA,R00861,Sales,10+ years,Rostock,Senior manager,BU21,camaraderie,3.75
SYNTHETIC DATA,R00862,Engineering,1-3 years,Hamburg,Individual contributor,BU07,camaraderie,2.875
SYNTHETIC DATA,R00863,Operations,3-5 years,Remote,Team lead,BU13,camaraderie,2.375
SYNTHETIC DATA,R00864,Engineering,1-3 years,Pune,Individual contributor,BU09,camaraderie,2.875
SYNTHETIC DATA,R00865,Engineering,1-3 years,Hamburg,Individual contributor,BU06,camaraderie,3.125
SYNTHETIC DATA,R00866,Engineering,<1 year,Aarhus,Individual contributor,BU17,camaraderie,3.7142857142857144
SYNTHETIC DATA,R00867,Engineering,<1 year,Rostock,Individual contributor,BU20,camaraderie,4.0
SYNTHETIC DATA,R00868,Finance,1-3 years,Chennai,Individual contributor,BU09,camaraderie,3.125
SYNTHETIC DATA,R00869,Operations,5-10 years,Pune,Manager,BU18,camaraderie,4.25
SYNTHETIC DATA,R00870,Operations,3-5 years,Hamburg,Senior manager,BU01,camaraderie,3.125
SYNTHETIC DATA,R00871,Service,1-3 years,Hamburg,Individual contributor,BU05,camaraderie,4.375
SYNTHETIC DATA,R00872,Supply Chain,<1 year,Chennai,Team lead,BU03,camaraderie,4.571428571428571
SYNTHETIC DATA,R00873,Engineering,5-10 years,Hamburg,Individual contributor,BU10,camaraderie,3.375
SYNTHETIC DATA,R00874,Operations,3-5 years,Pune,Individual contributor,BU22,camaraderie,2.875
SYNTHETIC DATA,R00875,Engineering,3-5 years,Rostock,Individual contributor,BU09,camaraderie,4.75
SYNTHETIC DATA,R00876,Sales,3-5 years,Pune,Team lead,BU01,camaraderie,2.25
SYNTHETIC DATA,R00877,Sales,5-10 years,Rostock,Manager,BU14,camaraderie,1.625
SYNTHETIC DATA,R00878,Engineering,10+ years,Pune,Manager,BU01,camaraderie,3.0
SYNTHETIC DATA,R00879,Finance,1-3 years,Aarhus,Individual contributor,BU03,camaraderie,2.857142857142857
SYNTHETIC DATA,R00880,Service,10+ years,Pune,Individual contributor,BU03,camaraderie,3.125
SYNTHETIC DATA,R00881,Supply Chain,5-10 years,Rostock,Individual contributor,BU09,camaraderie,3.875
SYNTHETIC DATA,R00882,Supply Chain,5-10 years,Aarhus,Individual contributor,BU04,camaraderie,4.428571428571429
SYNTHETIC DATA,R00883,Operations,10+ years,Chennai,Individual contributor,BU20,camaraderie,2.0
SYNTHETIC DATA,R00884,Sales,1-3 years,Hamburg,Individual contributor,BU21,camaraderie,4.75
SYNTHETIC DATA,R00885,Engineering,3-5 years,Chennai,Individual contributor,BU03,camaraderie,3.5
SYNTHETIC DATA,R00886,Operations,10+ years,Pune,Senior manager,BU11,camaraderie,3.875
SYNTHETIC DATA,R00887,Operations,5-10 years,Pune,Individual contributor,BU20,camaraderie,3.75
SYNTHETIC DATA,R00888,Supply Chain,10+ years,Hamburg,Manager,BU24,camaraderie,3.5
SYNTHETIC DATA,R00889,Service,<1 year,Hamburg,Manager,BU09,camaraderie,3.125
SYNTHETIC DATA,R00890,Supply Chain,1-3 years,Chennai,Individual contributor,BU22,camaraderie,3.0
SYNTHETIC DATA,R00891,Operations,<1 year,Hamburg,Individual contributor,BU04,camaraderie,3.75
SYNTHETIC DATA,R00892,Finance,1-3 years,Chennai,Individual contributor,BU15,camaraderie,4.142857142857143
SYNTHETIC DATA,R00893,Engineering,3-5 years,Rostock,Individual contributor,BU15,camaraderie,3.7142857142857144
SYNTHETIC DATA,R00894,Service,3-5 years,Hamburg,Individual contributor,BU03,camaraderie,4.625
SYNTHETIC DATA,R00895,Operations,5-10 years,Remote,Team lead,BU04,camaraderie,3.125
SYNTHETIC DATA,R00896,Supply Chain,10+ years,Hamburg,Team lead,BU01,camaraderie,4.285714285714286
SYNTHETIC DATA,R00897,Operations,5-10 years,Pune,Individual contributor,BU10,camaraderie,3.75
SYNTHETIC DATA,R00898,Supply Chain,10+ years,Pune,Individual contributor,BU13,camaraderie,3.125
SYNTHETIC DATA,R00899,Supply Chain,5-10 years,Hamburg,Individual contributor,BU23,camaraderie,3.7142857142857144
SYNTHETIC DATA,R00900,Finance,1-3 years,Pune,Team lead,BU11,camaraderie,3.0
SYNTHETIC DATA,R00901,Supply Chain,1-3 years,Chennai,Manager,BU01,camaraderie,4.0
SYNTHETIC DATA,R00902,Operations,1-3 years,Hamburg,Manager,BU07,camaraderie,4.125
SYNTHETIC DATA,R00903,Sales,1-3 years,Aarhus,Individual contributor,BU24,camaraderie,4.5
SYNTHETIC DATA,R00904,Engineering,10+ years,Remote,Individual contributor,BU24,camaraderie,4.375
SYNTHETIC DATA,R00905,Sales,1-3 years,Aarhus,Manager,BU22,camaraderie,3.375
SYNTHETIC DATA,R00906,Engineering,1-3 years,Hamburg,Individual contributor,BU03,camaraderie,2.142857142857143
SYNTHETIC DATA,R00907,Operations,5-10 years,Pune,Individual contributor,BU11,camaraderie,4.625
SYNTHETIC DATA,R00908,Supply Chain,5-10 years,Remote,Manager,BU09,camaraderie,4.75
SYNTHETIC DATA,R00909,Engineering,1-3 years,Aarhus,Individual contributor,BU03,camaraderie,3.625
SYNTHETIC DATA,R00910,Engineering,1-3 years,Chennai,Senior manager,BU09,camaraderie,4.5
SYNTHETIC DATA,R00911,Operations,10+ years,Chennai,Team lead,BU20,camaraderie,2.7142857142857144
SYNTHETIC DATA,R00912,Engineering,<1 year,Pune,Senior manager,BU10,camaraderie,4.428571428571429
SYNTHETIC DATA,R00913,HR,3-5 years,Chennai,Team lead,BU11,camaraderie,2.875
SYNTHETIC DATA,R00914,Service,<1 year,Aarhus,Team lead,BU22,camaraderie,3.125
SYNTHETIC DATA,R00915,Supply Chain,5-10 years,Pune,Individual contributor,BU20,camaraderie,3.625
SYNTHETIC DATA,R00916,Sales,10+ years,Hamburg,Team lead,BU18,camaraderie,4.0
SYNTHETIC DATA,R00917,Sales,5-10 years,Pune,Individual contributor,BU08,camaraderie,4.5
SYNTHETIC DATA,R00918,Service,<1 year,Hamburg,Team lead,BU23,camaraderie,2.5
SYNTHETIC DATA,R00919,Sales,10+ years,Chennai,Individual contributor,BU23,camaraderie,3.4285714285714284
SYNTHETIC DATA,R00920,Service,<1 year,Pune,Individual contributor,BU01,camaraderie,4.125
SYNTHETIC DATA,R00921,Supply Chain,1-3 years,Hamburg,Team lead,BU22,camaraderie,2.5
SYNTHETIC DATA,R00922,Service,5-10 years,Remote,Individual contributor,BU24,camaraderie,2.375
SYNTHETIC DATA,R00923,Engineering,10+ years,Chennai,Individual contributor,BU06,camaraderie,2.5
SYNTHETIC DATA,R00924,Operations,3-5 years,Hamburg,Team lead,BU24,camaraderie,3.875
SYNTHETIC DATA,R00925,Supply Chain,10+ years,Remote,Individual contributor,BU10,camaraderie,3.0
SYNTHETIC DATA,R00926,Operations,5-10 years,Pune,Individual contributor,BU22,camaraderie,4.0
SYNTHETIC DATA,R00927,Engineering,1-3 years,Rostock,Team lead,BU09,camaraderie,3.125
SYNTHETIC DATA,R00928,Finance,3-5 years,Remote,Manager,BU20,camaraderie,2.625
SYNTHETIC DATA,R00929,Sales,<1 year,Pune,Manager,BU11,camaraderie,3.875
SYNTHETIC DATA,R00930,Operations,3-5 years,Pune,Senior manager,BU22,camaraderie,3.375
SYNTHETIC DATA,R00931,Operations,1-3 years,Pune,Individual contributor,BU05,camaraderie,3.4285714285714284
SYNTHETIC DATA,R00932,Operations,1-3 years,Hamburg,Individual contributor,BU20,camaraderie,2.75
SYNTHETIC DATA,R00933,Supply Chain,1-3 years,Chennai,Individual contributor,BU21,camaraderie,3.25
SYNTHETIC DATA,R00934,Service,3-5 years,Hamburg,Individual contributor,BU02,camaraderie,3.2857142857142856
SYNTHETIC DATA,R00935,Operations,5-10 years,Pune,Individual contributor,BU17,camaraderie,3.0
SYNTHETIC DATA,R00936,Engineering,10+ years,Hamburg,Individual contributor,BU17,camaraderie,3.75
SYNTHETIC DATA,R00937,Service,<1 year,Aarhus,Individual contributor,BU15,camaraderie,3.875
SYNTHETIC DATA,R00938,Operations,1-3 years,Hamburg,Individual contributor,BU01,camaraderie,3.125
SYNTHETIC DATA,R00939,Supply Chain,10+ years,Aarhus,Individual contributor,BU23,camaraderie,2.375
SYNTHETIC DATA,R00940,Operations,1-3 years,Hamburg,Individual contributor,BU16,camaraderie,3.857142857142857
SYNTHETIC DATA,R00941,Engineering,3-5 years,Rostock,Individual contributor,BU08,camaraderie,4.125
SYNTHETIC DATA,R00942,Service,1-3 years,Hamburg,Individual contributor,BU06,camaraderie,3.0
SYNTHETIC DATA,R00943,Operations,10+ years,Chennai,Team lead,BU13,camaraderie,3.375
SYNTHETIC DATA,R00944,Supply Chain,3-5 years,Aarhus,Manager,BU01,camaraderie,3.875
