respondent_id,business_unit,department,tenure_band,location,role_level,cred_01,cred_02,cred_03,cred_04,cred_05,cred_06,cred_07,cred_08,resp_01,resp_02,resp_03,resp_04,resp_05,resp_06,resp_07,resp_08,fair_01,fair_02,fair_03,fair_04,fair_05,fair_06,fair_07,fair_08,prid_01,prid_02,prid_03,prid_04,prid_05,prid_06,prid_07,prid_08,camr_01,camr_02,camr_03,camr_04,camr_05,camr_06,camr_07,camr_08,lead_01,lead_02,lead_03,lead_04,lead_05,lead_06,lead_07,lead_08,devl_01,devl_02,devl_03,devl_04,devl_05,devl_06,devl_07,devl_08,well_01,well_02,well_03,well_04,well_05,well_06,well_07,well_08,sat_01,sat_02,sat_03,sat_04
R02769,BU10,Supply Chain,5-10 years,Aarhus,Team lead,3.0,3.0,4.0,5.0,1.0,3.0,3.0,2.0,3.0,,3.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0,,2.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0
R02770,BU19,Operations,3-5 years,Aarhus,Manager,3.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,,4.0,3.0,3.0,4.0,4.0
R02771,BU15,Operations,3-5 years,Hamburg,Individual contributor,2.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,,1.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0
R02772,BU18, SALES,3-5 years,Pune,Manager,1.0,3.0,3.0,5.0,3.0,1.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,,3.0,2.0,2.0,2.0,3.0,4.0
R02773,BU05,Engineering,10+ years,Pune,Individual contributor,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,,5.0,,5.0,5.0,5.0
R02774,BU11,Service,3-5 years,Hamburg,Individual contributor,4.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0
R02775,BU17,Finance,3-5 years,Rostock,Individual contributor,5.0,4.0,4.0,3.0,5.0,4.0,,5.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0
R02776,BU23,Engineering,10+ years,Remote,Individual contributor,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,,5.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0
R02777,BU03,HR,1-3 years,Chennai,Individual contributor,2.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0
R02778,BU10,Service,3-5 years,Pune,Team lead,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,,5.0,,5.0,4.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0
R02779,BU22,Service,<1 year,Pune,Manager,4.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,5.0,2.0,5.0,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,,5.0,,5.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
R02780,BU03,Sales,5-10 years,Chennai,Individual contributor,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,2.0,1.0,,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,,1.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,
R02781,BU11,Engineering,<1 year,Chennai,Individual contributor,4.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,,2.0,1.0
R02782,BU09,HR,10+ years,Pune,Individual contributor,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0
R02783,BU08,HR,10+ years,Rostock,Individual contributor,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
R02784,BU06,Engineering,10+ years,Remote,Individual contributor,3.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,,1.0,2.0,,1.0,1.0,1.0,2.0,5.0,1.0,,2.0,1.0,2.0,1.0,1.0
R02785,BU03,Engineering,1-3 years,Chennai,Individual contributor,3.0,4.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,,3.0,3.0,2.0,5.0,4.0,2.0,,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0
R02786,BU11,Supply Chain,10+ years,Remote,Individual contributor,4.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0
R02787,BU24,Engineering,1-3 years,Rostock,Individual contributor,4.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,,,5.0,4.0,5.0,4.0,4.0
R02788,BU14,Service,1-3 years,Aarhus,Individual contributor,2.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,,3.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,5.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0
R02789,BU04,Service,3-5 years,Chennai,Team lead,5.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,5.0,3.0,5.0,,4.0,5.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0
R02790,BU22,Operations,1-3 years,Pune,Individual contributor,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,,5.0,3.0,4.0,4.0,3.0
R02791,BU23,Service,5-10 years,Hamburg,Individual contributor,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,1.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0
R02792,BU05,Service,3-5 years,Chennai,Individual contributor,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,,5.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,,3.0,5.0,5.0,5.0,4.0,4.0,,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,5.0,,4.0,,4.0,3.0
R02793,BU03,Operations,3-5 years,Chennai,Individual contributor,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,,3.0,3.0,3.0,2.0
R02794,BU01,Supply Chain,3-5 years,Chennai,Team lead,3.0,4.0,,4.0,3.0,4.0,3.0,4.0,4.0,,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
R02795,BU15,Engineering,3-5 years,Pune,Team lead,5.0,5.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,,5.0
R02796,BU15,Engineering,10+ years,Rostock,Individual contributor,2.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,,2.0,1.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0
R02797,BU13,Supply Chain,1-3 years,Chennai,Team lead,2.0,4.0,3.0,5.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0
R02798,BU07,Service,1-3 years,Rostock,Individual contributor,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0
R02799,BU15,Service,1-3 years,Chennai,Manager,4.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,,3.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,,3.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0
R02800,BU01,Sales,5-10 years,Hamburg,Individual contributor,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0
R02801,BU20,Sales,1-3 years,Hamburg,Team lead,2.0,,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,,5.0
R02802,BU01,Supply Chain,5-10 years,Aarhus,Individual contributor,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,,3.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,4.0,4.0
R02803,BU05,Supply Chain,10+ years,Hamburg,Individual contributor,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
R02804,BU13,Operations,1-3 years,Hamburg,Manager,1.0,3.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,5.0,3.0,1.0,2.0,3.0,
R02805,BU04,Service,10+ years,Hamburg,Individual contributor,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
R02806,BU01,Operations,1-3 years,Rostock,Individual contributor,5.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,,3.0,4.0,4.0,3.0
R02807,BU16,Service,5-10 years,Pune,Individual contributor,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,,4.0,5.0,,5.0,4.0,5.0,5.0,4.0
R02808,BU09,Engineering,10+ years,Hamburg,Individual contributor,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,,5.0,5.0,3.0,5.0,5.0,3.0,,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,,5.0,3.0,3.0,5.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0
R02809,BU05,Engineering,1-3 years,Rostock,Team lead,2.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,,3.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0
R02810,BU13,Supply Chain,<1 year,Chennai,Team lead,5.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
R02811,BU10,Operations,1-3 years,Aarhus,Individual contributor,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,,4.0,5.0,4.0,5.0,2.0,5.0,3.0,,4.0,4.0,,5.0,5.0,3.0,5.0,,3.0,,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
R02812,BU20,Engineering,1-3 years,Chennai,Individual contributor,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,,5.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0
R02813,BU15,Engineering,10+ years,Remote,Individual contributor,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
R02814,BU15,HR,10+ years,Hamburg,Manager,3.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0
